title,score,keywords
الجزائر تواجه عزلة دبلوماسية متزايدة بسبب تداعيات ملف الصحراء المغربية,4.0,الجزائر تواجه عزلة دبلوماسية متزايدة بسبب تداعيات ملف الصحراء المغربية
"""تسخينات انتخابية"" تنقل رؤساء جماعات إلى المقاهي ومحطات المحروقات",4.0,تسخينات انتخابية تنقل رؤساء جماعات المقاهي ومحطات المحروقات
قراءات متباينة ترافق طرح قضايا التدبير الترابي في النقاش البرلماني,5.5,قراءات متباينة ترافق طرح قضايا التدبير الترابي النقاش البرلماني
الفريق النيابي للأصالة والمعاصرة يدعو للبناء بلا رخصة بالمناطق القروية,6.0,الفريق النيابي للأصالة والمعاصرة يدعو للبناء بلا رخصة بالمناطق القروية
الترافع المدني عن قضية الصحراء المغربية يسائل تكوين الأجيال المستقبلية,3.5,الترافع المدني قضية الصحراء المغربية يسائل تكوين الأجيال المستقبلية
"وهبي يؤكد اشتغال وزارة العدل  على مشروع ""الملف القضائي الإلكتروني""",5.5,وهبي يؤكد اشتغال وزارة العدل مشروع الملف القضائي الإلكتروني
طرد داعمين للبوليساريو من العيون .. واجهة سياحية وأهداف تحريضية,3.0,طرد داعمين للبوليساريو العيون واجهة سياحية وأهداف تحريضية
أخنوش يذكر بالولوج العادل للأدوية,2.5,أخنوش يذكر بالولوج العادل للأدوية
سلسلة اجتماعات تتطرق لتطوير التعاون الأمني بين المغرب وإسبانيا وألمانيا,4.5,سلسلة اجتماعات تتطرق لتطوير التعاون الأمني المغرب وإسبانيا وألمانيا
"المغرب يراهن على ترقية معبر الكركرات إلى ""ممر إفريقي إستراتيجي""",3.0,المغرب يراهن ترقية معبر الكركرات ممر إفريقي إستراتيجي
"حموشي في ""نقاش ثلاثي"" بمدريد",2.0,حموشي نقاش ثلاثي بمدريد
أبو الغالي يمثل أمام المحكمة .. والنيابة العامة تمنح مهلة لمحاولة الصلح,5.5,الغالي يمثل المحكمة والنيابة العامة تمنح مهلة لمحاولة الصلح
المغرب يتسلم محتجزين بالجزائر,1.0,المغرب يتسلم محتجزين بالجزائر
قيادة حزب الاستقلال تدعم سعي نزار بركة إلى رئاسة الحكومة المقبلة,5.0,قيادة حزب الاستقلال تدعم سعي نزار بركة رئاسة الحكومة المقبلة
أخنوش يترأس اجتماع وكالة الدم,2.5,أخنوش يترأس اجتماع وكالة الدم
بلجيكا تجدد دعم الحكم الذاتي .. وبوريطة يحذر من تعرض الجالية للاستغلال,6.0,بلجيكا تجدد دعم الحكم الذاتي وبوريطة يحذر تعرض الجالية للاستغلال
قرار فرنسي يحبط محاولات الجزائر والبوليساريو حظر منتجات الصحراء المغربية,4.0,قرار فرنسي يحبط محاولات الجزائر والبوليساريو حظر منتجات الصحراء المغربية
"الأمين العام لحزب الاستقلال يستفز منتخبي ""الأحرار"" في جهة طنجة",4.5,الأمين العام لحزب الاستقلال يستفز منتخبي الأحرار جهة طنجة
"رسالة تدافع عن ""حكومة البيجيدي""",2.0,رسالة تدافع حكومة البيجيدي
"وزارة الداخلية تعد ""الدراسات اللازمة"" لتنظيم خدمات النقل بالتطبيقات",4.5,وزارة الداخلية تعد الدراسات اللازمة لتنظيم خدمات النقل بالتطبيقات
المغرب والمالديف يناقشان التعاون,1.0,المغرب والمالديف يناقشان التعاون
بن إبراهيم: دور التجديد الحضري استباقي .. ودعم السكن يخضع للمواكبة,6.0,بن إبراهيم دور التجديد الحضري استباقي ودعم السكن يخضع للمواكبة
أخنوش يستعرض مؤشرات الاقتصاد,2.0,أخنوش يستعرض مؤشرات الاقتصاد
السكوري: ظروف العاملين بالخارج حسنة .. وغياب الدبلومات يفاقم البطالة,5.5,السكوري ظروف العاملين بالخارج حسنة وغياب الدبلومات يفاقم البطالة
وهبي يستكمل التشاور ضد التعذيب,2.5,وهبي يستكمل التشاور ضد التعذيب
"""جبهة القوى"" تنفي وجود منشقين",2.5,جبهة القوى تنفي وجود منشقين
المغرب يجدد المساندة لسيادة الدول,1.5,المغرب يجدد المساندة لسيادة الدول
"مجلس النواب يقبل ""قانون CNSS""",1.5,مجلس النواب يقبل قانون CNSS
"لفتيت: نتائج ""تقليص الفوارق"" إيجابية .. والتنمية القروية تحظى بالأولوية",5.5,لفتيت نتائج تقليص الفوارق إيجابية والتنمية القروية تحظى بالأولوية
باكستان تواكب مهاجرين بالمغرب,1.0,باكستان تواكب مهاجرين بالمغرب
مجلس النواب يمرر قانون المفوض,1.5,مجلس النواب يمرر قانون المفوض
وهبي يبرز إيجابية قانون المفوضين,2.5,وهبي يبرز إيجابية قانون المفوضين
سفير اليابان يشيد بالعلاقات الاقتصادية والقيم المشتركة مع المملكة المغربية,3.5,سفير اليابان يشيد بالعلاقات الاقتصادية والقيم المشتركة المملكة المغربية
الجزائر تُرحّل معتقلين مغاربة إلى سجون بعيدة وسط إدانات حقوقية,4.0,الجزائر معتقلين مغاربة سجون بعيدة وسط إدانات حقوقية
رئيس مليلية يتعاطف مع البوليساريو,2.0,رئيس مليلية يتعاطف البوليساريو
"""تزويج القاصرات"" يثير جدلاً قانونيا قبل إحالة مدونة الأسرة على التشريع",4.0,تزويج القاصرات يثير قانونيا إحالة مدونة الأسرة التشريع
